Pipeline_id;Lab;Level;Pipeline_status;Assessment;Number_of_ODT_Win;Number_of_ODT_Linux;Num_build_impact_Win;Num_build_impact_Linux;Num_server_impact;Server_impact;SSR_Eligible;Date
b52189a4-d0c4-4f34-a2b6-07988e7e0f93;Marrakech;v3;Aborted;GO;2305;949;167;12;6;True;SSR Eligible;2021-05-10
7c2b93bd-4d4b-484d-92eb-e548cf51368d;Los Angeles;v1;Aborted;NOGO;588;1862;8;47;11;True;SSR Eligible;2021-02-05
d207998f-3c6e-42dd-aff1-26b2e5b3f5fa;Paris;v4;Warning;GO;1274;1803;93;45;4;True;Full reinstall;2021-07-06
7d67d230-1584-4464-a29f-e18f150d2e02;Paris;v2;Warning;NOGO;1358;368;66;85;13;True;SSR Eligible;2021-08-10
9f3f29e1-1ab7-4114-ba9f-cd62491c2bbc;New Delhi;v4;Warning;GOIF;1021;1035;194;1;17;True;SSR Eligible;2021-11-22
e4747cb3-5de1-4f0d-9049-7f8b0f3778d9;London;v3;Success;GOIF;777;1216;7;55;18;True;SSR Eligible;2021-11-03
51ac7628-ca3e-48d7-a105-d865512c3e43;Paris;v1;Success;GOIF;2207;402;107;33;7;True;SSR Eligible;2021-12-01
763a225e-384c-4863-9bcd-a3d5ed2f1c66;New Delhi;v1;Warning;GO;349;804;129;110;16;True;SSR Eligible;2021-10-05
a5f89122-e207-409d-b298-37b63c15c767;Paris;v2;Success;NOGO;2162;1497;7;122;16;True;Full reinstall;2021-07-23
b87fd2fb-7849-4524-8a3e-a4e76a97fc8a;Los Angeles;v1;Success;GOIF;2221;747;12;92;17;True;Full reinstall;2021-09-12
ce3f7d86-3bf0-42b7-94dd-2177b335737a;New Delhi;v4;Aborted;NOGO;858;1946;162;113;1;True;SSR Eligible;2021-03-06
693e3c28-bcce-4395-91cf-dc273bd0711c;Paris;v4;Success;GOIF;2831;765;116;94;8;True;Full reinstall;2021-02-14
0631a7e8-6c0f-4bf4-ae57-fc48eae3511e;Los Angeles;v1;Aborted;GOIF;1926;786;120;135;11;True;Full reinstall;2021-07-20
e53eb83d-339b-4a4b-99e8-ec34f84ce0f7;Marrakech;v3;Warning;NOGO;2920;961;140;133;15;True;SSR Eligible;2021-06-19
134037dc-f1cb-4b39-a8ee-c48f79798551;Paris;v1;Aborted;GO;2947;46;110;45;14;True;Full reinstall;2021-09-16
fd0968c0-c4dc-45a6-a52e-cc0fc695b187;Paris;v3;Warning;GO;1808;1186;134;30;4;True;SSR Eligible;2021-10-14
70a4a56b-c202-48a3-a0f0-dd3f1a9f8811;London;v3;Aborted;GO;1001;2076;188;71;15;True;SSR Eligible;2021-11-10
37ac028b-5342-417f-9b34-b483069bc7fb;Marrakech;v1;Warning;NOGO;1590;979;130;147;1;True;SSR Eligible;2021-12-15
082264f3-82ab-4cb8-af84-eaf4fb5f1ccd;Los Angeles;v4;Success;GOIF;1710;1910;137;24;1;True;SSR Eligible;2021-03-23
0493c6d7-6d79-492e-87fa-61028f7b5196;Marrakech;v2;Warning;NOGO;347;303;75;107;7;True;SSR Eligible;2021-12-07
1a0b0d3a-fe48-4d81-b3b9-49b0bc1224ae;Marrakech;v1;Success;NOGO;118;6;144;124;8;True;SSR Eligible;2021-06-03
f0c62a10-127c-4265-b7da-9d47e671a3a7;Marrakech;v2;Success;GO;805;1106;2;106;12;True;Full reinstall;2021-10-27
e000080c-9537-4396-9ccb-823a203e92e8;New Delhi;v2;Warning;GO;107;392;4;142;11;True;Full reinstall;2021-01-19
0ee8efce-b4be-4023-a11f-24d776d4f4e8;New Delhi;v4;Warning;GOIF;335;400;54;31;5;True;SSR Eligible;2021-06-21
6d4c8dbd-c6ca-4263-aa67-fd075d7d55ff;Marrakech;v1;Aborted;GOIF;1660;1984;38;26;16;True;SSR Eligible;2021-01-11
73763f69-3284-4541-91d1-8d4f7386a152;Marrakech;v4;Success;GO;1328;487;125;54;13;True;SSR Eligible;2021-10-29
811f3361-a649-42db-bdb8-b27d8d8a0104;New Delhi;v3;Success;GOIF;253;23;111;14;12;True;SSR Eligible;2021-06-06
c3ff8ea1-b7bd-4328-9f11-55d6fc5ba0fc;Los Angeles;v2;Aborted;NOGO;2602;1356;156;23;17;True;Full reinstall;2021-04-02
f9b96b95-520b-4df2-a173-4c783ac144d5;Paris;v4;Success;NOGO;2887;1447;55;146;7;True;SSR Eligible;2021-09-02
bb8e3841-901e-4190-b7ee-1317d13dc0ed;London;v4;Success;GOIF;117;89;198;7;12;True;Full reinstall;2021-08-06
cc307b17-c38b-48b1-b5cb-aa717efb4c85;London;v3;Warning;GOIF;274;1388;23;17;13;True;Full reinstall;2021-11-18
2f157d3f-e7dc-46be-9841-a74f7028b544;London;v2;Warning;GO;2343;1414;139;128;16;True;SSR Eligible;2021-12-12
cf37cf7c-f988-45d5-96df-2b59632abe0a;London;v1;Aborted;NOGO;2293;977;189;47;10;True;SSR Eligible;2021-05-05
7dca60f5-7131-4586-801d-129392b5df6c;Paris;v2;Warning;GO;415;884;122;89;4;True;SSR Eligible;2021-11-17
8d279870-5dd4-46be-b8de-64bd472760f9;New Delhi;v4;Warning;GOIF;180;685;49;17;4;True;Full reinstall;2021-10-20
0bedb690-17d8-4ae4-8802-84f7dda530d6;Los Angeles;v3;Aborted;GOIF;453;875;8;101;8;True;Full reinstall;2021-05-25
94e15103-723c-4423-bd8a-23073c223b3f;New Delhi;v2;Aborted;NOGO;1412;627;116;30;9;True;SSR Eligible;2021-03-26
ca1f9919-9afb-4e49-b67b-8ae6dbe137d8;New Delhi;v1;Success;GOIF;1915;1901;65;147;5;True;Full reinstall;2021-07-10
8d6733e0-9699-4842-ab39-27fe97bc8faf;Marrakech;v2;Warning;GO;2439;1696;154;111;18;True;Full reinstall;2021-03-14
a40cef9a-aa67-4157-9e5b-ba830c7c0fa0;New Delhi;v3;Aborted;GO;1320;1249;196;17;9;True;Full reinstall;2021-03-15
f1da8004-c1ce-475c-a828-0ddeedd04464;Paris;v4;Warning;GO;808;990;8;30;16;True;Full reinstall;2021-09-05
6ca9fd3d-768e-42d8-b33e-09ad68575554;Los Angeles;v4;Warning;GO;1920;1844;56;51;2;True;SSR Eligible;2021-02-01
c76b6e00-cebe-4528-b4be-d924417ea58f;Marrakech;v3;Warning;NOGO;1869;1371;126;140;6;True;SSR Eligible;2021-01-16
5b705f73-c240-4fce-a7ed-d485fcd749f2;Los Angeles;v3;Success;GOIF;1496;36;3;40;12;True;Full reinstall;2021-02-07
7c9df76b-d150-412a-8ac4-77b37cd630a6;Marrakech;v1;Success;GO;1991;1080;191;82;13;True;Full reinstall;2021-05-31
3f0a5d95-76b8-47af-bf9a-604f4d3fc8bc;Marrakech;v2;Aborted;GO;194;1001;108;121;4;True;Full reinstall;2021-06-29
7f9b8b4b-033e-4189-8209-ac2c0d1641de;Los Angeles;v4;Warning;GO;748;1174;73;135;3;True;SSR Eligible;2021-06-16
62943da7-b800-4450-8d61-a46bca0892be;New Delhi;v3;Success;GO;955;1731;145;129;4;True;SSR Eligible;2021-06-28
6f6ad710-7cdd-4c33-882f-66cc46d7a0d8;Los Angeles;v3;Aborted;NOGO;2481;1929;33;15;18;True;SSR Eligible;2021-06-02
7609d75f-6ffa-4645-82ed-e966c056914f;Paris;v4;Success;GOIF;2322;1897;67;101;4;True;SSR Eligible;2021-07-02
a537be62-35f8-4272-b520-3632e734f7ec;Paris;v2;Aborted;GOIF;2856;2003;39;127;3;True;SSR Eligible;2021-07-20
a65f4b82-e0b5-4034-a8f8-17eff7fbbfab;Marrakech;v1;Aborted;NOGO;352;482;34;66;16;True;SSR Eligible;2021-03-22
3004b5ee-f5be-437d-9e07-ca5c46c4fc78;London;v4;Success;GOIF;952;1555;31;106;13;True;SSR Eligible;2021-09-15
598485c2-0c8b-4fe7-a25f-5b3909885456;Los Angeles;v3;Success;NOGO;2023;731;24;57;2;True;SSR Eligible;2021-04-04
bfe1e628-d7a0-4208-a4a8-1ceed95ab67e;London;v1;Success;GO;1076;1738;134;102;6;True;Full reinstall;2021-11-05
a5552196-9954-4a39-8d92-12caa764173a;London;v4;Warning;GO;1204;1862;66;142;7;True;SSR Eligible;2021-07-08
2fd86670-2894-447b-9d0f-fbb6e9634e9f;Paris;v2;Aborted;GO;1240;1757;187;42;6;True;Full reinstall;2021-06-11
3f277fe2-4e6c-4ff2-9319-819770bfd255;Los Angeles;v1;Aborted;GO;473;1468;198;26;4;True;SSR Eligible;2021-06-23
4e10dc5b-7196-4c5c-a905-0b08ea2034c7;Los Angeles;v2;Warning;GO;2423;1572;58;70;11;True;SSR Eligible;2021-01-14
5a775971-323a-4ec8-83cd-7aad723955bd;Los Angeles;v2;Success;GOIF;92;1393;33;92;12;True;Full reinstall;2021-12-16
6345f765-c952-4c05-947e-c0895d92a144;London;v3;Success;GOIF;2457;1531;9;1;6;True;Full reinstall;2021-11-07
99da1967-899c-452e-8d4b-0daa0b53f4a3;New Delhi;v2;Aborted;GOIF;1622;161;19;116;4;True;Full reinstall;2021-06-14
fd869276-b5e0-414c-9073-8ab84dfcc438;Los Angeles;v1;Success;GO;1253;1907;23;69;10;True;SSR Eligible;2021-10-11
95667df9-5709-437d-b0a4-ed609c5e9ad8;Los Angeles;v4;Warning;GOIF;2981;1635;20;42;6;True;Full reinstall;2021-11-07
ebb0d552-a960-4a3a-94f3-b960b41e6f9a;Paris;v4;Warning;GO;155;427;82;30;12;True;Full reinstall;2021-09-25
7cdf9535-bb26-409c-bbf5-a71f869489ba;Los Angeles;v3;Success;GOIF;2285;1267;172;35;10;True;Full reinstall;2021-04-03
1fa9456a-1faa-4f3f-a5c9-95d8032cd23a;New Delhi;v1;Success;NOGO;2903;389;70;41;3;True;SSR Eligible;2021-06-07
98e6ec77-540e-466a-802c-716ec785cfc0;New Delhi;v3;Warning;GO;318;1483;191;14;9;True;SSR Eligible;2021-03-23
b851106d-2dcb-400f-9f2a-51d2924d5e08;Paris;v1;Warning;GOIF;395;354;91;47;5;True;Full reinstall;2021-08-06
ed26b401-3eec-410b-a7e2-03bb58cbd320;Los Angeles;v4;Success;GO;1067;798;63;133;4;True;Full reinstall;2021-01-31
96dd79c8-9783-4736-9d0a-26a97f1a58c9;Los Angeles;v1;Success;NOGO;1303;1925;145;145;0;False;No server impact;2021-08-13
dfe315db-9120-4d20-aa83-0e3992a36584;London;v4;Success;NOGO;1983;1358;59;51;11;True;Full reinstall;2021-11-20
675bfb9d-51b2-4fe7-bed0-a4883dd323c2;New Delhi;v4;Aborted;GO;467;922;63;23;19;True;Full reinstall;2021-09-30
f77af9ce-4878-48e9-b033-59b8a215a1f7;London;v4;Success;GOIF;489;1716;82;24;17;True;SSR Eligible;2021-01-28
bea76691-9442-41a7-9e95-023cf5abc04d;Paris;v2;Aborted;GO;2031;1412;170;106;17;True;SSR Eligible;2021-06-12
d43f22dc-9a77-470e-89dd-252f90ab3023;New Delhi;v2;Warning;GOIF;2953;1523;160;41;19;True;Full reinstall;2021-08-06
f47ce256-d300-4242-b9fe-8453dd6777a8;Marrakech;v4;Success;GO;2391;1740;20;101;17;True;Full reinstall;2021-10-04
2c99abc4-0fd5-474b-9fb3-bb59f148372b;London;v2;Success;GO;783;1854;41;28;2;True;SSR Eligible;2021-01-08
95fd1bac-d583-445f-b585-68ea72cfaa79;London;v1;Aborted;NOGO;578;1258;121;65;3;True;SSR Eligible;2021-04-11
52093658-058e-4106-8472-911f83c98385;Marrakech;v2;Success;NOGO;139;1139;75;2;13;True;SSR Eligible;2021-01-28
cf250b10-0cf4-4fa6-91f1-2f985c312067;New Delhi;v3;Success;NOGO;907;1021;194;76;19;True;SSR Eligible;2021-06-30
a45e5402-c3f0-486c-a825-5e3d66bb6bd5;London;v2;Aborted;NOGO;2495;1344;118;42;1;True;Full reinstall;2021-07-26
3da08d79-0e30-4d51-bc34-effddc7bb3a6;London;v3;Aborted;GO;2824;151;171;121;13;True;Full reinstall;2021-07-06
38fcabe1-8ed2-4693-8a50-eac59a9d0f4e;Los Angeles;v1;Warning;GOIF;2268;656;129;85;1;True;SSR Eligible;2021-11-19
eeb8c5fc-f06a-468f-b07e-19c42c2b1e7b;Paris;v3;Warning;NOGO;940;1769;119;20;2;True;Full reinstall;2021-02-24
6665652f-e27e-4f07-95f2-5a08c2b147c2;New Delhi;v3;Success;GOIF;1634;1924;144;45;13;True;Full reinstall;2021-05-30
770f0420-f3e6-4890-bcca-7086ae2476e2;London;v3;Aborted;GO;2551;913;198;63;18;True;SSR Eligible;2021-05-13
7bcdf0b0-fa10-4735-b3b5-490b3b7108aa;Los Angeles;v2;Success;GOIF;2791;1447;111;84;14;True;Full reinstall;2021-01-27
e94647d1-974c-4e43-9d08-89d55a7f23ad;Los Angeles;v2;Success;GOIF;1337;1714;178;42;17;True;Full reinstall;2021-08-24
e113bcee-4b00-4bb6-91ea-6efd47e8e69a;Paris;v4;Warning;GO;1178;1495;100;46;13;True;Full reinstall;2021-03-22
3e86d029-2838-403b-a98f-7677c36b15c3;Paris;v2;Aborted;NOGO;2339;2036;8;31;4;True;Full reinstall;2021-02-10
378254a7-af2a-4f18-9ddb-f991272f3389;Los Angeles;v1;Warning;NOGO;32;1358;96;34;4;True;SSR Eligible;2021-04-09
3fbaadda-7b73-43a6-a957-283dbfa1f1c1;Los Angeles;v2;Success;GOIF;1994;1927;189;41;3;True;SSR Eligible;2021-10-16
87de40d4-f098-4fcd-9426-19d7f20c80df;London;v4;Success;GOIF;2914;80;128;97;6;True;Full reinstall;2021-05-05
1ec6396d-b384-458d-8682-187be4fbbb49;Paris;v3;Aborted;NOGO;1138;45;33;88;6;True;Full reinstall;2021-01-11
02f33a69-bfd5-462a-a4ef-c2b50dbdac11;Marrakech;v4;Aborted;GOIF;482;1084;178;27;2;True;SSR Eligible;2021-04-25
dad95aa4-8797-4beb-9b45-107a0f0b70a7;New Delhi;v1;Warning;NOGO;1603;1268;79;26;18;True;Full reinstall;2021-08-18
e5e4202a-e147-4016-9620-c93e6b6eede4;London;v1;Warning;GOIF;1256;269;187;75;5;True;Full reinstall;2021-11-10
8f620f68-c053-411b-95c3-5480d14bf9e7;Paris;v4;Aborted;GO;2928;1866;137;105;15;True;SSR Eligible;2021-04-20
7617ec19-009f-4d64-8bea-d83b392c17c7;Marrakech;v3;Warning;GOIF;957;1379;5;32;4;True;Full reinstall;2021-10-06
d30954e7-cc1d-41d1-a08c-1ce8982f8b8e;London;v2;Warning;NOGO;1562;1797;97;141;13;True;SSR Eligible;2021-10-04
ae37363a-cdd5-469e-8ef6-ccf318fc10a5;New Delhi;v3;Aborted;GOIF;1139;1304;147;22;7;True;Full reinstall;2021-07-14
bb165d0b-fab5-4441-8613-ab799d78943f;London;v1;Success;NOGO;106;984;90;104;18;True;Full reinstall;2021-09-15
08efced7-17ed-42e1-8fe9-61cfdf457a44;Paris;v3;Warning;GO;1038;1118;172;40;0;False;No server impact;2021-02-12
3bca672d-ffc4-456a-bc36-a17c7c7068fc;Marrakech;v3;Aborted;GO;1148;1251;11;121;1;True;Full reinstall;2021-05-25
935d4ac1-65b4-41f4-b1bc-acb0572a9802;London;v3;Success;GO;178;51;122;17;7;True;SSR Eligible;2021-02-06
e30219b4-d950-425f-99a4-d06886e9bff0;New Delhi;v4;Success;NOGO;2748;2046;73;45;13;True;SSR Eligible;2021-06-08
ce127f77-019e-4539-afa0-ff72d3c15672;London;v2;Aborted;GO;1555;925;78;95;4;True;SSR Eligible;2021-06-27
cf83825a-ce7b-4663-970a-5774cce6edb3;New Delhi;v1;Aborted;GOIF;2439;1678;95;31;2;True;SSR Eligible;2021-08-19
c9dfcb31-521d-46f3-9448-53fae1a06de0;Paris;v1;Aborted;NOGO;195;1845;186;132;8;True;Full reinstall;2021-08-07
6694a6e2-9c0f-4d69-916f-0b2470ccff92;New Delhi;v3;Warning;GO;279;1232;197;83;17;True;Full reinstall;2021-09-22
e1af4095-5767-471c-bb40-92a36d7ce975;New Delhi;v1;Aborted;NOGO;2712;1728;185;112;8;True;SSR Eligible;2021-12-25
72ad9ccb-83a7-4e81-9961-4898783ce0db;Marrakech;v2;Warning;NOGO;535;1506;68;31;15;True;Full reinstall;2021-11-08
d7c4a51f-231a-443f-bbeb-4f0b21e76943;Marrakech;v4;Warning;NOGO;453;538;107;92;11;True;Full reinstall;2021-11-29
544984e5-4064-4e2e-8a76-bc3ed8ec0931;Los Angeles;v4;Warning;NOGO;1069;1264;19;1;2;True;SSR Eligible;2021-02-07
144a923f-8344-4b4e-a343-e375d143e609;Los Angeles;v1;Aborted;NOGO;254;2071;101;14;18;True;Full reinstall;2021-10-14
9eae42a4-b6c4-4e32-b063-5581d927cafa;Marrakech;v1;Warning;NOGO;2343;996;135;109;5;True;SSR Eligible;2021-11-01
a4613718-11d4-48c0-9f81-4a37fa2dbaac;New Delhi;v2;Warning;GO;2736;1706;183;125;12;True;Full reinstall;2021-08-11
25028057-45c4-4951-84ab-da2d5fe0bdef;New Delhi;v3;Success;NOGO;2732;1860;18;68;16;True;Full reinstall;2021-03-28
7440eda3-2a35-4de8-97be-decec277554a;London;v4;Warning;GO;274;1107;26;63;8;True;Full reinstall;2021-05-11
7f46e9cd-4824-4890-8c31-8a863fcd35a2;London;v2;Success;GOIF;1836;1354;163;22;13;True;SSR Eligible;2021-07-07
048cc344-292d-4016-bb84-4b246455dfc4;Los Angeles;v3;Aborted;NOGO;614;1726;189;101;4;True;SSR Eligible;2021-12-08
57c85682-f040-4e5c-a27c-97bb82cb7e16;New Delhi;v4;Aborted;NOGO;2056;1780;43;38;9;True;Full reinstall;2021-04-22
3aa4f641-a2bd-4bad-bc5e-5ccdcaf53577;New Delhi;v3;Warning;GOIF;1020;330;84;26;13;True;SSR Eligible;2021-06-23
bb12dfdf-5654-4978-9a50-47cef11e1a0e;Marrakech;v2;Aborted;GOIF;470;249;122;6;3;True;SSR Eligible;2021-06-18
aeabecd9-386d-4df5-a8e1-9076eec6b8e1;New Delhi;v3;Aborted;NOGO;1588;491;111;27;1;True;SSR Eligible;2021-07-09
7ca3e001-931f-437b-b84f-907ca0954e94;New Delhi;v1;Warning;NOGO;249;1500;196;84;18;True;SSR Eligible;2021-07-21
05d9fada-f9d3-4157-a6b6-2b50ef693dc2;Paris;v1;Success;GO;1647;1050;68;113;3;True;SSR Eligible;2021-08-10
a5ff66ac-b4e2-4750-8d06-096070082b35;Marrakech;v1;Success;NOGO;906;1124;125;91;13;True;SSR Eligible;2021-12-22
e66a02c0-3190-4952-b1f2-04dcd1d856fe;New Delhi;v2;Warning;GOIF;124;2023;183;98;5;True;SSR Eligible;2021-01-03
12c68c99-89a4-4add-8b1b-2ec232942fc5;London;v2;Success;NOGO;106;224;106;128;10;True;SSR Eligible;2021-03-16
0daa0136-e2a6-4f56-aafa-9c25b72f1f01;Marrakech;v4;Aborted;NOGO;1255;547;72;53;16;True;SSR Eligible;2021-03-14
6ac082b5-495d-43b8-aa74-4adeeb2a5fa8;Paris;v3;Warning;NOGO;1737;1570;188;76;14;True;SSR Eligible;2021-10-11
e8cd690d-e421-488f-b360-ec89e3acaeef;Marrakech;v4;Aborted;NOGO;1278;1252;78;100;19;True;SSR Eligible;2021-01-29
90546c51-f0e3-449a-bb89-e3b94f958eb8;Los Angeles;v1;Warning;GO;967;1576;102;9;16;True;SSR Eligible;2021-01-04
